Name,Global sales
Nicktoons: MLB,0.1159085256840342
Learn Math,0.0824772385334338
Nitrobike,0.14305990547345715
Cruise Ship Vacation Games,0.080403227901229
Pro Yaky? Spirits 6,0.09695541751722914
Paperboy / Rampage,0.09410563919284165
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,0.09623926893776513
Vampire Moon: The Mystery of the Hidden Sun,0.15516350542431567
Sentou Kokka Air Land Battle,0.05093168910193846
Quick Yoga Training,0.07787847230472345
Attack on Titan (KOEI),0.10071948655619778
NTRA Breeders' Cup World Thoroughbred Championships,0.09532976688402961
Hulk Hogan's Main Event,0.1637208558751002
Tak 2: The Staff of Dreams,0.06920572369412703
Destroy All Humans! Big Willy Unleashed,0.08569621577491127
Retro Atari Classics,0.06207665175689847
Imagine: Fashion Designer,0.10142318673314321
Need for Speed Underground 2,0.10472144691021512
My Spanish Coach,0.07692726391395155
Ys: The Ark of Napishtim,0.09395222039616158
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,0.10105595747539908
Dragon Age Origins: Awakening,0.09938407896409984
Azure Dreams,0.06292297326817398
Divinity II: The Dragon Knight Saga,0.14739345136465687
SingStar Latino,0.08979430832535229
Kung Fu Panda 2,0.09997782672299671
NHL 2K8,0.07370865184848618
Pro Baseball Spirits 2015,0.09729880279762249
Haunted House,0.15777829942532584
Top Spin 3,0.1140593179766487
Syberia,0.13911443035473425
Kurt Warner's Arena Football Unleashed,0.08110403329840743
Puzzle Kingdoms,0.11960595592549694
Hyperdimension Neptunia,0.10228776931685246
Life is Strange,0.16432920602292356
Suite PreCure: Melody Collection,0.09094814097475101
NHL 2K9,0.10990022004707711
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,0.10994396591257782
Rogue Ops,0.08032661066456903
NBA Hoopz,0.06863878618179697
Transworld Surf,0.09140700189734652
History Civil War: Secret Missions,0.0994498698712718
MLB 11: The Show,0.11159211062814123
Castrol Honda Superbike Racing,0.06598173545524588
X-Blades,0.11118062189522782
Teenage Mutant Ninja Turtles: Danger of the Ooze,0.09778010208687249
Army Men: Green Rogue,0.05992949245686319
Chessmaster,0.09377837461195782
Brain Assist,0.11087930029368565
Freddi Fish: ABC under the sea,0.09017373010695806
Adventures to Go!,0.09855804575730254
Monster Rancher DS,0.143446160926624
Peter Jackson's King Kong: The Official Game of the Movie,0.12746292121601677
Superman: The Man of Steel,0.10523923551419756
Kororinpa: Marble Mania,0.0863838682232565
Ken to Mahou to Gakuen Mono. 3,0.09176433968270459
The Flintstones: Bedrock Bowling,0.08354860717509816
NHL 2003,0.0529397365019868
Chicken Run,0.0219295586365309
Injustice: Gods Among Us,0.07229964931190835
Fatal Inertia,0.0558686262459247
Over the Hedge: Hammy Goes Nuts!,0.08574302117593646
Phantom Brave: We Meet Again,0.12731254720749874
NHL 2K9,0.10348779532126606
Shining Force III,0.05765138959893257
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,0.10319909418093154
Tales of the Heroes: Twin Brave,0.10217588339626182
WWE Survivor Series,0.1470848630192414
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,0.06666682080476605
Kung-Fu: High Impact,0.1737261474187477
Euro Truck Simulator 2,0.09513486316981812
Bakugan: Battle Trainer,0.09015807356052719
Super Robot Wars BX,0.09902037675795583
Tomb Raider: Legend,0.04564233384159522
Nagano Winter Olympics '98,0.07050375763634342
I Spy: Universe,0.08785766047770949
Ninjatown,0.07780756648453391
Warcraft III: Reign of Chaos,-0.01165332049035328
Winning Post 5,0.07094300154873956
Frogger Beyond,0.10254784185426402
Lord of the Rings: Tactics,0.09711163303966508
RPG Maker II,0.09048447825255401
The Oregon Trail,0.11511940517484298
Alone in the Dark: Inferno,0.0666366908035787
TRON: Evolution,0.08039283865828573
Gravity Rush Remastered,0.06469502255442805
Destruction Derby Arenas,0.0987900621401252
Dengeki Bunko Fighting Climax,0.15586569802151118
MLB Power Pros 2008,0.11106273451005322
Littlest Pet Shop: Spring,0.09085204082749421
The Unholy War,0.07604536373541215
Cabela's Dangerous Hunts 2009,0.17875382625615188
Rumble Roses XX,0.03964640005692566
Total War: WARHAMMER,0.05452722199662574
Wantame Music Channel: Doko Demo Style,0.07540800719308471
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,0.08626057943149235
Shaman King: Power of Spirit,0.12437264565463124
Anno 1701: Dawn of Discovery,0.09532984535943001
Soccer Tsuku DS: World Challenge 2010,0.10237401697969162
The BIGS 2,0.10623967710329119
LEGO Legends of Chima: Laval's Journey,0.1339498713598175
DreamWorks Super Star Kartz,0.07908042866635157
Contra III: The Alien Wars,0.03098812157161568
The Amazing Race,0.08463385751986863
Dead to Rights: Reckoning,0.11247818476049787
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,0.09993603502781845
NBA 08,0.07494085236613834
Hasbro Family Fun Pack,0.10521217340777334
Amagami,0.0758654621449093
No Fear Downhill Mountain Biking,0.07286785980244304
NCIS,0.0987677647451708
The IdolM@ster: One for All,0.10114755027077393
Fire ProWrestling,0.06771575798529561
Eternal Poison (JP sales),0.08475038720684225
Mission: Impossible - Operation Surma,0.07324039789267722
Legendary,0.12439849837743289
Chuck E. Cheese's Game Room,0.08351701162313141
MX 2002 Featuring Ricky Carmichael,0.07228622127760431
Romance of the Three Kingdoms IV: Wall of Fire,0.05835346079291348
Illusion of Gaia,0.03362439261988115
Batman: Arkham Knight,-0.011049624277317704
Disney's Kim Possible: Kimmunicator,0.10214500326760145
Mega Man Anniversary Collection,0.10232802931834328
Sally's Salon,0.08764044721898934
Disruptor,0.058183411263293294
Pro Evolution Soccer 2017,0.13311615162428225
Zoobles! Spring to Life!,0.10359111338443228
Diablo II,-0.043438032092346646
Shrek Smash n' Crash Racing,0.10922267915778328
F1 2011,0.09190605159309406
Drakengard 2,0.059418947873107086
Ben 10 Galactic Racing,0.0921054586639567
Grand Knights History,0.09697845784566539
Scene It? Bright Lights! Big Screen!,0.0861225397616785
Harvest Moon DS (jp sales),0.08133495122360657
Castlevania: Legacy of Darkness,0.06476433053612851
Sin and Punishment,0.062049654818467914
NBA Jam 2000,0.08568408650086567
Sonic Riders,0.12324883211646664
Shrek Super Party,0.1659100340650621
Venetica,0.1966293874446592
Rally Fusion: Race of Champions,0.047087549090171876
The House of the Dead,0.05174131421897066
Transformers: Prime,0.1003776374736276
Persona 4: Arena,0.09576761867674755
Street Fighter IV,0.03660018770922413
Cabela's Alaskan Adventure,0.13552508833936017
RealSports Volleyball,0.02303815901802153
Heroes of the Pacific,0.09163572721952029
RollerCoaster Tycoon,0.13189980993471018
NightCaster,0.05610603596771213
FIFA World Cup Germany 2006,0.08121253888945468
Space Camp,0.0872937719478113
Hitman 2: Silent Assassin,0.023585773849932323
Lovely Lisa and Friends,0.11321072866310367
Digimon Racing,0.10155375852541404
All Star Cheer Squad 2,0.09314670625972532
Ape Escape 3,0.02797315117019039
"Crouching Tiger, Hidden Dragon",0.040927668899570335
Final Fantasy XIV: Heavensward,0.10385844222444085
Last Bronx,0.03472141482293267
Secret Agent Clank,0.03603747044162198
Barbie and the Three Musketeers,0.07222799871220076
Science Papa,0.07806886715599148
Momotaro Douchuuki,0.03915980212264536
Iridion II,0.07336877384681628
Whiplash,0.07903463164893765
007: Quantum of Solace,0.11484936011634694
Family Fortunes,0.10181797197084919
Borderlands: Double Game Add-On Pack,0.1037669443945326
Farming Simulator 2011,0.12967168840851429
Watch Dogs,0.1488219113243865
BlazBlue: Continuum Shift II,0.10732813343725134
Summon Night: Twin Age,0.0782407205736746
Spider-Man: Battle for New York,0.09065824384547838
Pop'n Music Portable,0.08583693672868264
Nintendo Puzzle Collection,0.07600170851538124
Destroy All Humans! Path of the Furon,0.0879965990678464
Army Men: Soldiers of Misfortune,0.11319302874413495
Game Party: Champions,0.1755688796216841
Otogi: Myth of Demons,0.03295415065068852
Margot's Word Brain,0.0842513582193618
Peppa Pig: Fun and Games,0.09487006494859429
Dreamworks 2-in-1 Party Pack,0.08056018762498773
Alter Echo,0.07498417565611071
Walt Disney Pictures Presents: The Wild,0.08910098512659204
Green Lantern: Rise of the Manhunters,0.14412338045718798
Puzzle de Harvest Moon,0.15735465792682746
Metal Max 3,0.09357684641804909
Rock Band Track Pack Volume 1,0.0800573667365434
Puyo Puyo!! 20th Anniversary,0.09538096765883353
My Baby: First Steps,0.09226953967815277
Namco Soccer Prime Goal,0.03824393465767173
NBA 08,0.1098851717873277
Monster Hunter Frontier Online,0.0921930053997464
Shin Megami Tensei: Digital Devil Saga,0.03788457179396687
Deception IV: Blood Ties,0.12468687595558947
Rango: The Video Game,0.12268627196676896
Assassination Classroom: Grand Siege on Kuro-sensei,0.09696453244475478
Megamind: The Blue Defender,0.07246955896692953
Puppies 3D,0.09106446870081797
Cars 2,0.09484822129576287
The Stronghold Collection,0.10377331240825427
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,0.06874821665936715
Mystic Ark,0.03977245264174911
One Piece: Unlimited World Red,0.16115760005973812
The Price is Right 2010 Edition,0.08205802238389204
Cabela's Dangerous Hunts 2009,0.12174561273059048
Ty the Tasmanian Tiger 2: Bush Rescue,0.10164139959040064
Teenage Mutant Ninja Turtles 2: Battle Nexus,0.10618018887083913
Tom Clancy's Splinter Cell: Double Agent,0.10304613781482885
LEGO Racers 2,0.09014855191710147
Eat Lead: The Return of Matt Hazard,0.114776811665811
Yu-Gi-Oh! Nightmare Troubadour (JP sales),0.07114560965596439
Backyard Baseball,0.134997718995713
Star Wars: Lethal Alliance,0.08805415776831005
Naruto Shippuden: Kizuna Drive,0.08608537175853925
Under Night In-Birth,0.09323978337158856
Sega GT,-0.0012011757532803813
Steel Battalion: Heavy Armor,0.07059777325199157
Green Lantern: Rise of the Manhunters,0.1381379861826737
Legends of Wrestling,0.10967923307907412
Fit in Six,0.11771324195108335
Gunstar Heroes,0.03322509066253687
All-Star Baseball 2004,0.08851148522879271
Tamagotchi no Pichi Pichi Omisecchi,0.08127552926901771
Shining Wind,0.08500551849826188
Rock Band Track Pack Volume 2,0.07701286917359162
Dokapon Kingdom,0.12416747140016149
Onechanbara: Bikini Samurai Squad,0.10541112360966665
Portal Runner,0.06246415351776058
Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,0.08067064005691371
Warriors Orochi 2,0.16270599879836567
Hyperdevotion Noire: Goddess Black Heart,0.12932414909533918
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,0.05854851383099735
Assault: Retribution,0.05350651240945048
Sengoku Basara 3 Utage,0.08190940233183852
Spartan: Total Warrior,0.08383268155743728
City Crisis,0.043874599485803856
Zapper: One Wicked Cricket!,0.08794858093249402
Smart Boy's Gameroom,0.07110992151850937
Victorious: Time to Shine,0.09769049110071215
Star Wars: Clone Wars,0.09859966150640886
High Rollers Casino,0.07626815305390444
Advent Rising,0.05571094384764841
Surf Riders,0.09136911203984965
Torino 2006,0.09252761356223438
Nobunaga no Yabou: Ranseiki,0.07556846668368244
Derby Stallion Advance,0.060331213188264954
The X-Factor,0.08048481231782212
Monopoly Party,0.08465674989950678
Snood,0.0851856099253947
TOCA Race Driver 2: Ultimate Racing Simulator,0.08466736270972675
Monster Jam: Urban Assault,0.0706757073831028
DT Racer,0.08030796880270152
Soccer Tsuku: Pro Soccer Club o Tsukurou!,0.1124459424573292
World Cup Golf: Professional Edition,0.06613897052582374
NBA 2K13,0.09486539382846715
Black Dawn,0.0653966160705135
428: Fuusa Sareta Shibuya de,0.07376345015111418
7 Wonders of the Ancient World,0.12722978582949374
Kelly Slater's Pro Surfer,0.0932333712104434
Top Shot Arcade,0.10852668298899104
Warriors of Might and Magic,0.06520522607269186
Twister Mania,0.07321632502798714
Drome Racers,0.08596433669398706
Gungnir: Mayari no Gunshin to Eiyuu Sensou,0.0886532782979721
X-Men: Next Dimension,0.10502159535046474
Dynasty Warriors 5 Empires,0.09088074036604077
Fuse (Insomniac),0.11962421578793148
WipeOut 3 The Game,0.08658110637750127
7th Dragon 2020-II,0.10409856717937593
Doukyuusei 2,0.04736293713439821
Aikatsu! 365 Idol Days,0.09541893727281092
SkullMonkeys,0.06120187294849799
Burnout,0.04182007475278304
Baroque,0.15229033893519528
SBK 2011: FIM Superbike World Championship,0.08887422014070268
Jurassic: The Hunted,0.16146545969675508
Dynasty Warriors: Gundam Reborn,0.08960711701266
Little Battlers eXperience: Wars,0.11326303197414056
DreamWorks Super Star Kartz,0.07975398822076585
Hour of Victory,0.08523771917711542
Indianapolis 500 Legends,0.14271081788194273
NBA Ballers: Phenom,0.08591940814886279
Shimano Xtreme Fishing,0.10686105862576234
Crash Tag Team Racing,0.09554168212291714
Freedom Fighters,0.0788472238719784
Yu-Gi-Oh! GX: Tag Force,0.09139069016931423
NBA 2K17,0.1403778130847364
Mega Man X Collection,0.10409665984187377
Left Brain Right Brain 2,0.14151101527002652
Detana TwinBee Yahho! Deluxe Pack,0.04180908325777999
Last Ranker,0.09232639721643388
Quantum Redshift,0.07996041393173847
The History Channel: Great Battles - Medieval,0.11932407983910132
Smash Court Tennis Pro Tournament 2,0.060311318268274405
Brothers in Arms: Double Time,0.1522950638067222
Legends of Wrestling II,0.08668191925189639
Power Pro Kun Pocket 13,0.10095049697394742
Armed and Dangerous,0.03129114109234621
Football Manager 2012,0.08618499563631055
Project CARS,0.07164109499196059
Teenage Mutant Ninja Turtles: Arcade Attack,0.15155248786773434
World Soccer Winning Eleven 2002,0.06289731861830639
Actua Tennis,0.06859258998901296
Monster Truck Madness,0.07878358224111359
Resident Evil,0.0542595824812917
Sonic Jam,0.03308309732287462
Puella Magi Madoka Magica Portable,0.09154135404432573
Peter Jacobsen's Golden Tee Golf,0.08108447896523252
Space Bust-A-Move,0.09158668752061239
Avatar: The Last Airbender - Into the Inferno,0.08888598271890658
Deadpool,0.12896838194305182
Disney's Atlantis: The Lost Empire,0.05557769716551775
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,0.048520855436102295
Just Cause 2,0.01107627219617413
Crush3D,0.10196157003273854
LEGO Marvel's Avengers,0.09588677510025079
High Velocity: Mountain Racing Challenge,0.026498059493270887
NeverDead,0.11770931842770871
Capcom vs. SNK 2: Millionaire Fighting 2001,0.039770137013464435
Criticom,0.05108855732078865
Mega Man X: Command Mission,0.07682073177844728
Charm Girls Club: My Fashion Mall,0.08004793077176053
SCORE International Baja 1000: The Official Game,0.0968445371278861
Deepak Chopra's Leela,0.07467535135528003
Need for Speed: ProStreet,0.1011011156403292
DiRT Rally,0.13851569033620592
NHL 2K7,0.05141889763255314
Go Play: Circus Star,0.07521737571330966
Worms 3D,0.07085274939299069
Gladiator Begins,0.1377153918527263
Clock Tower: The First Fear,0.02411890586670218
Sleeping Dogs,0.04334869859398438
Kidou Senshi Gundam Seed Battle Destiny,0.07640303148797933
Diner Dash: Sizzle & Serve,0.07832961527828175
Impossible Mission,0.07571567145825675
"Kilari: Na-san, Mon Meilleur Ami",0.073984209811508
Strikers 1945,0.0810678001368128
Ochaken no Heya DS,0.07451210517666063
Fire ProWrestling S: 6Men Scramble,0.022754775651515402
Galidor: Defenders of the Outer Dimension,0.09942632416868769
Pryzm Chapter One: The Dark Unicorn,0.05910966447181565
Gundam Battle Royale,0.05498943124780631
F1 2016 (Codemasters),0.1164216259063462
Eat Lead: The Return of Matt Hazard,0.09665553497025492
Karaoke Revolution,0.1407987378772848
Zen-Nippon Pro Wrestling: Ouja no Kon,0.03553297059521299
NASCAR 2005: Chase for the Cup,0.08456837386235705
Are You Smarter than a 5th Grader? Game Time,0.11549362164728905
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",0.0668666696432414
Guilty Gear X,0.03852693717186639
Obscure: The Aftermath,0.1333272211396821
One Piece: Pirate Warriors 2,0.08039906449161904
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,0.09018850918312715
NHL 2002,0.07015891203820068
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,0.08478410469032838
Etrian Odyssey V,0.10338803263541685
Disney's PK: Out of the Shadows,0.06125481540324351
Wild Earth: African Safari,0.13699739373773845
Echo Night,0.03846791738903654
Wild ARMs 5 (jp sales),0.0689145067272463
Record of Agarest War Zero,0.12744912424361665
Colony Wars III: Red Sun,0.07874024654640088
Magic: The Gathering - Battlemage,0.07055669849602708
Rocksmith,0.04693625105927879
Backyard Baseball '09,0.07553810571847741
James Bond 007: Legends,0.10459858708477832
Conception II: Children of the Seven Stars,0.1754453447165396
The King of Fighters '94,0.01886946828541447
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,0.0653025579580575
All Kamen Rider: Rider Generation,0.07248591122747072
The King of Fighters '98 Ultimate Match,0.06210058451507372
Reader Rabbit Kindergarten,0.08210945495044797
Puzzle Quest: Challenge of the Warlords,0.07418079954151402
Chessmaster: The Art of Learning,0.130343794946981
Guardian's Crusade,0.06546380508964056
MotoGP 3 - Official Game of MotoGP,0.07168559568942179
Lego Star Wars: The Force Awakens,0.12723210911305394
Makai Kingdom: Chronicles of the Sacred Tome,0.04202505678877522
Lemony Snicket's A Series of Unfortunate Events,0.06768286934932632
Gundam Breaker 3,0.09031387403525137
Neopets Petpet Adventures: The Wand of Wishing,0.07605511436088896
The Ant Bully,0.11979470556281768
M&M's Kart Racing,0.088149856319518
